,susceptible,exposed,infectious,recovered
273,207582.45698136964,61.16802482651451,95.3743313069042,801301.6224363644
274,207608.1288008388,56.92517005359109,88.75539569307766,801320.0780310564
275,207634.328056261,52.97697634723751,82.59622729803098,801337.2528581972
276,207661.01821634144,49.30295963070993,76.86487752798213,801353.235881788
277,207688.1652884778,45.88406064634977,71.53161635897884,801368.109883749
278,207715.73764222048,42.70254574482886,66.56877891347212,801381.9518930928
279,207743.70584486483,39.741914836702186,61.950622092812054,801394.8335857483
280,207772.0425086033,36.98681557432023,57.65319140783395,801406.8216563959
281,207800.72214831845,34.42296341663177,53.654197070425084,801417.9781645187
282,207829.7210492,32.037067470907225,49.93289830390395,801428.3608566322
283,207859.0171436464,29.81676130188615,46.469995929305426,801438.0234659886
284,207888.58989671146,27.750538575804498,43.24753231589787,801447.0159915347
285,207918.42019954298,25.82769330017111,40.248798156102445,801455.3849574587
286,207948.49027018732,24.038264071812016,37.458245768135505,801463.1736548357
287,207978.78356135832,22.372982262710366,34.86140842724308,801470.4223663405
288,208009.28467460084,20.823223827221515,32.44482523454988,801477.1685754092
289,208039.97928041438,19.38096446142149,30.19597117554632,801483.4471608967
290,208070.85404396776,18.038737832793824,28.10319212508809,801489.2905781282
291,208101.89655595197,16.789596762163633,26.155644271927013,801494.7290274391
292,208133.09526824218,15.627077103732848,24.343237747808086,801499.7906110046
293,208164.4394340374,14.545164104024172,22.65658420721256,801504.5014787609
294,208195.91905238573,13.538261248770494,21.086948216717367,801508.8859636436
295,208227.524816032,12.601160962055646,19.626201571430265,801512.9667087249
296,208259.24806340056,11.729017663840938,18.26678119108651,801516.764784277
297,208291.08073381294,10.917322629148998,17.001649867086037,801520.299796948
298,208323.0153255511,10.161880411113133,15.824259539243986,801523.5899919993
299,208355.04485720958,9.458787150221386,14.728517413967381,801526.6523475257
300,208387.16283152264,8.804410262960252,13.708754265381769,801529.5026626383
301,208419.36320164404,8.195369539985473,12.7596948550243,801532.1556396675
302,208451.64034001873,7.628519661051672,11.876430663801985,801534.6249600438
303,208483.9890091879,7.100933782145138,11.05439433430038,801536.9233554637
304,208516.40433469706,6.609888352180443,10.289335909786026,801539.0626739257
305,208548.8817799901,6.152849025877262,9.577300835381521,801541.0539409221
306,208581.4171228357,5.727457461501545,8.914609279837867,801542.9074168935
307,208614.00643358694,5.331519090795386,8.297837122984777,801544.6326502116
308,208646.64605490785,4.962991735218056,7.723798208622421,801546.2385265831
309,208679.33258278362,4.619974987554807,7.18952767947934,801547.7333153234
310,208712.06284902626,4.300700398000299,6.692266659640022,801549.1247119827
311,208744.8339048905,4.003522300748077,6.229447894733558,801550.4198782624
312,208777.6430058268,3.726909218601443,5.798682449488334,801551.6254791609
313,208810.48759737922,3.46943597456051,5.397747346444499,801552.7477173246
314,208843.36530194795,3.2297763050315194,5.024573947037797,801553.7923652919
315,208876.27390653078,3.0066959768007404,4.677237237297377,801554.7647953482
316,208909.21135135004,2.7990464147478837,4.3539458763263275,801555.6700072235
317,208942.17571919246,2.605758683254499,4.053032916420598,801556.5126540505
318,208975.165225543,2.425838009158453,3.772947124294354,801557.2970663869
319,209008.1782093908,2.258358648839088,3.5122449242624163,801558.0272745992
